"","ale","county_name","state_abbr","population_size","population_density","poverty","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","all_death","health_status","unhealthy_days","no_exercise","few_fruit_veg","obesity","high_blood_pres","smoker","diabetes","uninsured","elderly_medicare","disabled_medicare","prim_care_phys_rate","dentist_rate","no_hs_diploma","unemployed","sev_work_disabled","major_depression","recent_drug_use"
"105",77.3,"Pima","AZ",924786,101,14.3,26,59.6,12.5,1.9,88.7,3.4,3.6,2.6,31.6,809,13.7,6,20.9,70.7,19.7,23.8,18.7,6.6,149746,115794,18764,93.1,38.2,99444,19949,18572,51475,52043
"106",76.9,"Pinal","AZ",229549,43,14.6,26.1,59.4,13.1,1.4,86.9,3.5,7.4,1.1,29.6,795.2,19,6.3,26.9,73.8,26.7,28.3,21.8,10.6,33439,22222,4581,21.3,10,40746,4531,6954,12759,12869
"107",80,"Santa Cruz","AZ",42009,34,19.2,33.4,55,10.4,1.2,97.7,0.6,0.8,0.8,80.4,662.7,18.3,4.3,36.9,66.8,20,20.4,18.1,7,11544,4595,534,45.2,16.7,9488,1432,1058,2121,2334
"108",77.8,"Yavapai","AZ",198701,24,12,21.1,56.9,19.5,2.5,95.6,0.7,1.7,0.8,11.5,778.8,17.4,6.6,23.4,69.3,16,28.5,21.9,5.7,28886,33866,5176,63.4,32.2,21679,3646,5592,11746,10856
"109",80.9,"Yuma","AZ",181277,33,18,30.8,51.8,15.6,1.8,93,2.7,1.9,1.4,54.6,608.9,19.1,5.6,26.7,73.5,25.7,26.8,16.2,9.2,45336,17942,2509,43.6,17.7,37549,12082,6971,9471,9943
"110",73.4,"Arkansas","AR",20073,20,17.3,24.9,59.5,13.8,1.8,74.6,24.5,0.1,0.4,1.1,1080.5,24.9,7.8,35.1,79.3,30.7,-1111.1,29.2,7.8,2858,3188,653,59.8,24.9,3754,765,494,1289,1095
"111",72.6,"Ashley","AR",23178,25,17.8,25.9,60.2,12,1.9,71.3,27.8,0.1,0.3,3.8,1076.7,18.5,8.2,35,88.8,30.2,28.9,29.7,7.7,3783,3354,909,60.4,34.5,4234,784,727,1468,1278
"112",77,"Baxter","AR",40330,73,13.7,18.8,54.8,22.8,3.6,98,0.3,0.5,0.4,1,897.6,17.8,6.5,24.9,71.9,22.7,33.8,25.4,10.2,5191,9952,1597,84.3,34.7,6774,844,1854,2785,2153
"113",78,"Benton","AR",186938,221,10,27.2,60.2,11.1,1.5,93.8,1.1,1.6,1.9,12.6,776.9,14.5,5.7,22.3,77.4,21.5,25.4,21.4,5.8,22708,21636,3486,52.4,31,23612,2760,4491,11631,10422
"114",76.9,"Boone","AR",35793,61,15.3,23.5,59.4,14.9,2.1,97.7,0.3,0.7,0.4,1.5,896.3,17.6,5.8,31.4,77.9,23.7,30.4,25.1,6.7,5033,5915,1642,95,44.7,5761,798,1385,2334,1938
"115",73.3,"Bradley","AR",12192,19,20.3,23.4,59.5,14.9,2.2,71.2,28.2,0.3,0.1,10.2,1080.4,18.9,7.1,30.9,83.9,25.2,-1111.1,23.7,8.5,2467,1945,469,73.8,24.6,2741,417,450,797,699
"116",73.3,"Calhoun","AR",5589,9,14.5,23.5,61.1,13,2.4,76.6,23.2,0,0,2.1,1021.1,17.9,6.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.5,846,683,198,17.9,0,1217,177,245,365,306
"117",76.9,"Carroll","AR",26999,43,15.4,24,60.1,14.2,1.7,97.3,0.3,0.7,0.7,13.5,824.8,19.8,6.4,28.7,75.7,21,-1111.1,28.5,5.1,5529,3851,742,55.6,22.2,5234,574,1005,1750,1459
"118",73.9,"Chicot","AR",13027,20,27.9,26,58.3,13.6,2,45.2,53.9,0,0.6,4,1134.1,30.9,6.1,33.5,-1111.1,21.9,-1111.1,27.4,15.6,3200,2074,562,61.4,30.7,3042,482,403,824,737
"119",75.5,"Clark","AR",22916,26,17.2,24.4,61.3,12.1,2.1,75.3,22.3,0.5,1.1,3.9,975.4,18.4,6.9,30,75,20.8,27.3,16.2,6.3,3575,3342,669,61.1,52.4,3384,631,687,1490,1575
"120",75,"Clay","AR",16578,26,17.1,23,57.9,16.3,2.7,98.2,0.3,0.7,0.2,1,1032,31.9,7.8,39.1,76.8,29.7,-1111.1,34.6,10.2,2567,3220,669,48.3,42.2,4573,570,620,1088,893
"121",76.4,"Cleburne","AR",25391,46,14.4,20.5,57.8,19.4,2.2,98.2,0.5,0.3,0.2,1.7,869,21.2,7.8,29.4,72.7,25.1,34.5,21.9,8.6,3723,4899,877,55.1,19.7,4623,515,781,1719,1387
"122",73.3,"Cleveland","AR",8903,15,14.2,24.7,61,12.6,1.7,85.7,13.5,0.4,0.1,1.8,977.5,26.2,7.9,-1111.1,-1111.1,26.8,-1111.1,25.2,11.3,1173,1154,284,0,11.2,1610,236,278,572,497
"123",74.3,"Columbia","AR",24695,32,20.3,25.3,58.8,13.5,2.4,62.3,36.6,0.3,0.4,1.6,1013.9,21.9,7,27.5,84.6,23.8,-1111.1,23.2,9.2,3610,3903,959,60.7,44.5,4087,670,764,1583,1501
"124",75.2,"Conway","AR",20739,37,16.5,25.1,59.3,13.5,2.1,85.5,12.5,0.5,0.5,2.4,949.3,23.3,6.7,29.9,87.2,26.5,32.7,32.2,4.9,3085,3639,1143,72.3,19.3,3729,470,745,1328,1148
"125",75.3,"Craighead","AR",86735,122,15.9,25.8,62.5,10.3,1.4,88.3,9.7,0.4,0.7,3.1,997.6,20.6,7.2,29.9,77.7,29.1,27.3,25.1,6.2,11601,9544,2461,121.1,40.4,12563,2021,2813,5507,5147
"126",74.6,"Crawford","AR",57630,97,14.2,27.1,61,10.8,1.1,93.4,1.1,2.1,1.4,4.6,1027.5,19.4,6.6,27.5,82.6,21.1,27.5,27.5,5.8,9011,6240,2432,46.9,17.4,10684,1095,1988,3596,3209
"127",71.1,"Crittenden","AR",51882,85,22.5,31.2,59,8.7,1.1,49.2,49.4,0.3,0.6,1.9,1241.2,22.4,6.7,29.1,83,30,33.6,25,11.5,10083,4651,1525,38.5,34.7,9689,1421,1609,3063,2882
"128",73.2,"Cross","AR",19237,31,19.6,26.8,60,11.6,1.5,75.5,23.4,0.3,0.4,1.1,1079.4,22.3,7.1,35.8,79.1,30.2,-1111.1,32.8,9.6,3311,2404,617,26,41.6,3975,625,627,1205,1080
"129",73.6,"Dallas","AR",8524,13,18.7,25.2,58.3,13.9,2.6,58.2,40.7,0.3,0.4,2.4,1122.3,18.4,4.7,-1111.1,-1111.1,-1111.1,-1111.1,14.8,14.7,1540,1404,320,46.9,46.9,1883,268,373,545,481
"130",74.4,"Desha","AR",14358,19,23.2,28.2,57.5,12.1,2.2,52.1,46.8,0.3,0.4,3.8,1046.9,20.6,5.7,-1111.1,-1111.1,27.5,-1111.1,21.5,10.3,3217,2023,496,34.8,27.9,3236,519,448,884,781
"131",73.9,"Drew","AR",18693,23,18.4,25.6,61.3,11.5,1.6,71.2,27.5,0.2,0.5,2.6,1026.8,16.6,5.1,28.3,80.3,21.6,-1111.1,28.2,4.5,3227,2120,534,32.1,32.1,3160,698,611,1192,1157
"132",77.3,"Faulkner","AR",97147,150,12.8,27,63.4,8.5,1.1,88.3,9.3,0.5,0.8,2.5,894.9,16,6.4,24.4,78.6,23.6,22.9,19.8,4.8,10687,8617,2020,63.8,30.9,9862,2095,2010,6103,6187
"133",75.7,"Franklin","AR",18218,30,16.4,24.6,59.2,13.9,2.3,96.7,0.7,0.8,0.9,2,935,19.7,6,28.7,85.3,27.4,17.5,31.7,4.7,2780,2481,800,16.5,16.5,3543,352,646,1175,1025
"134",74.9,"Fulton","AR",11934,19,18.2,21.3,57.2,18.7,2.7,98.1,0.3,0.6,0.2,0.7,889.5,18.6,8.2,25.9,81.4,27.6,-1111.1,30.9,6.8,2113,2291,681,50.3,16.8,2394,249,457,801,641
"135",74.8,"Garland","AR",93551,138,16,21.9,57.4,18,2.7,89.3,7.9,0.7,0.6,3.3,975.6,21,6.7,25,76,22.3,33.3,28.3,8,14158,20137,2990,80.2,49.2,14398,2153,2327,6223,5049
"136",73.6,"Grant","AR",17348,27,10.9,23.8,63.6,11.2,1.5,95.8,3.1,0.5,0.2,1.7,963.9,20.4,8.6,35.8,88.3,31.6,-1111.1,33.7,4,2038,1924,467,40.4,17.3,2709,393,539,1131,977
"137",73.5,"Greene","AR",39401,68,15.4,25.3,60.9,12.2,1.6,97.8,0.3,0.4,0.2,1.5,1006.3,26.2,8.3,31.7,82.5,29.5,34.8,31.7,9.9,4636,5115,1383,58.4,22.8,7353,1027,1411,2512,2175
"138",74.7,"Hempstead","AR",23383,32,19,27,59.7,11.4,1.9,68.8,29.1,0.4,0.5,12,1000.9,26.9,8.1,29.8,78.2,24.4,-1111.1,26.2,10.3,4943,2849,666,42.8,29.9,4646,605,700,1461,1313
"139",75.8,"Hot Spring","AR",31264,51,15,24.3,60.4,13.2,2.1,87.9,10.2,0.5,0.3,1.7,921.6,25.8,7.9,32.2,79.4,28.1,35.5,22.1,9.3,4327,4347,1036,38.4,16,5696,754,1131,2022,1727
"140",75,"Howard","AR",14552,25,15.7,26.7,59.2,12,2.2,77.8,20.7,0.5,0.5,8.8,1017.6,18.6,7.4,34.2,-1111.1,26.1,-1111.1,25.9,12.7,2530,2185,484,48.1,34.4,2803,331,461,913,802
"141",75.2,"Independence","AR",34737,45,14.9,24.3,60.9,13.2,1.6,95.5,2.1,0.4,1,2.5,997.2,20.1,7.2,30.8,78.8,26.9,31.6,26,7.2,4830,4880,1437,83.5,40.3,5702,1037,1191,2245,1954
"142",74.9,"Izard","AR",13430,23,18.1,20.8,58.3,18.3,2.6,96.8,1.5,0.8,0.2,1.1,1020.7,25,6.8,34.6,78,28.5,-1111.1,24.5,13.5,2219,2685,683,52.1,44.7,2582,311,483,906,733
"143",73.2,"Jackson","AR",17601,28,20.6,23.4,61.9,12.7,1.9,79.7,19.4,0.3,0.2,1.4,1080.2,34.9,7.8,41.3,85.6,31,-1111.1,24.4,8.1,3051,3500,951,90.9,34.1,3929,616,640,1154,1064
"144",73.2,"Jefferson","AR",81700,92,20.9,26.9,60.3,11,1.8,46.2,51.9,0.3,0.9,1.2,1040.7,19.6,6.3,29.1,81.8,27.4,34,23.3,9.8,13485,10139,2675,94.2,37.9,13214,2714,2476,5117,4676
"145",75.7,"Johnson","AR",24042,36,17.1,25.9,60.2,11.9,2,95.7,1.8,0.7,0.7,9.3,937.5,17.9,7.3,26.7,81,20.3,-1111.1,29,8.6,4420,3133,867,74.9,25,5110,504,891,1521,1346
"146",74.7,"Lafayette","AR",8027,15,20.5,24.2,58.5,14.2,3.1,63.1,36.1,0.4,0.3,1.6,976.7,26.1,9.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.2,1636,1242,345,37.4,12.5,1903,231,322,520,443
"147",74.6,"Lawrence","AR",17153,29,19,24.1,58.4,14.7,2.7,97.8,0.7,0.6,0.1,0.9,1039.7,15.5,6.1,31.6,89.1,28.6,-1111.1,37.8,5.9,2836,3248,855,40.8,17.5,4230,537,751,1112,970
"148",72.9,"Lee","AR",11545,19,29.1,24.7,62,11.3,2,42.2,57.2,0.2,0.4,2.6,1064.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.3,2555,1498,399,34.6,17.3,3278,359,316,743,690
"149",74.4,"Lincoln","AR",14262,25,23.4,21.3,66.6,10.3,1.8,66.1,32.9,0.4,0.1,1.8,916.4,16.8,7.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.3,1984,1448,373,7,0,3369,387,479,957,872
"150",74,"Little River","AR",13227,25,15.4,24.2,59.7,14.1,2,76,21.2,1.2,0.2,2,978.8,18.6,7.8,25.9,-1111.1,22.1,-1111.1,33.7,6.7,2411,1952,459,30.2,30.2,2391,299,468,855,726
"151",75.5,"Logan","AR",22944,32,16.4,24.9,59,14,2.1,95.7,1.3,0.7,0.8,1.6,973.2,28.4,8.8,34.5,80.3,29.5,-1111.1,34.3,8.1,3218,3516,1059,34.9,17.4,4675,470,772,1472,1265
"152",75,"Lonoke","AR",60658,79,10.8,26.8,62.9,9.3,1.1,91.5,6.5,0.5,0.6,2.3,977.4,16.8,5.7,27.8,81.5,23.2,21.1,29.5,6.3,7148,5703,1461,21.4,18.1,8730,1228,1583,3804,3492
"153",75.7,"Madison","AR",14962,18,17,24.8,60.9,12.6,1.8,97.2,0.2,1.2,0.3,3.9,934.9,21.2,6.4,28.3,76.4,22.4,-1111.1,31.5,4,2855,1929,565,33.4,20.1,3244,269,508,962,838
"154",76.5,"Marion","AR",16735,28,17.1,20,58.6,18.9,2.4,97.7,0.3,0.7,0.2,1,807.3,17.7,6,30.3,76.4,23.1,26.1,28.4,8.3,2906,2726,762,17.9,17.9,2940,319,781,1142,914
"155",75.2,"Miller","AR",43162,69,17.8,25.9,60.4,11.8,1.9,74.5,23.4,0.7,0.4,1.9,882.3,22.9,6.4,34,80.5,31,27.5,28.1,9.7,7040,5041,1281,67.2,37.1,7343,879,1296,2732,2388
"156",71.6,"Mississippi","AR",47911,53,22.3,30.2,57.5,10.8,1.6,63.9,34.1,0.3,0.4,2.7,1205.4,25.6,8.3,42.5,81.6,29.3,33,28.5,7,10149,5809,1826,56.4,23,10477,1743,1831,2869,2632
"157",72.9,"Monroe","AR",9302,15,23.2,26.6,55.7,15,2.6,59.3,39.3,0.2,0.3,1.7,1083.8,-1111.1,5.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.3,2198,1586,376,21.5,21.5,2194,257,365,584,517
"158",74.7,"Montgomery","AR",9274,12,17.3,22.4,58.1,17.3,2.3,97.1,0.6,0.9,0.4,3.7,914.4,29.5,7.3,-1111.1,82,14,-1111.1,23.7,11.5,1862,1574,276,32.3,10.8,1971,201,362,614,505
"159",72.6,"Nevada","AR",9550,15,19.3,24.9,59.1,13.5,2.5,66.6,32.7,0.4,0.1,2.2,1055.1,27.3,8.2,32.2,-1111.1,-1111.1,-1111.1,26.4,1.9,1614,1484,407,31.4,10.5,1958,251,387,613,536
"160",75.7,"Newton","AR",8452,10,19.9,22.6,61.3,14.1,2.1,98.2,0.2,0.5,0.2,1.2,866.4,18.7,6.8,26.5,-1111.1,29.2,-1111.1,30.1,5.8,1734,1199,469,23.7,0,1763,175,369,559,464
"161",72.6,"Ouachita","AR",27102,37,18.6,25,58.5,14,2.4,58.6,40.2,0.2,0.4,1.1,1090.3,19.2,7.2,33.4,80.7,27.6,37,22.6,6.6,4306,4559,1238,51.7,25.8,4832,862,709,1739,1503
"162",75.2,"Perry","AR",10468,19,14.8,24.2,60.7,13.4,1.8,96.3,2,0.9,0.2,1.3,1033.1,29.7,7,33.2,-1111.1,28.2,-1111.1,-1111.1,12.3,1536,1525,468,19.1,19.1,1869,242,376,678,582
"163",69.8,"Phillips","AR",24107,35,28.4,32.4,53.5,12.4,1.7,37.3,61.4,0.2,0.5,1.5,1231.5,18.3,6,45.2,79.6,28.9,-1111.1,20.9,8.8,6274,3517,971,45.6,20.7,5375,807,683,1401,1349
"164",75,"Pike","AR",11038,18,15.6,24.3,58,15.3,2.4,94.2,3.9,0.8,0.3,4.9,911.2,33.1,6.8,30.8,81,23.5,-1111.1,-1111.1,2.9,2042,1725,347,45.3,18.1,2346,239,293,714,608
"165",72.4,"Poinsett","AR",25349,33,20.5,26.3,59.6,12.6,1.5,91.8,7.4,0.2,0.2,1.8,1133,29.6,9.1,42.5,79.9,29.7,-1111.1,42.6,12.4,4594,3635,1113,19.7,23.7,6397,731,953,1598,1388
"166",74.5,"Polk","AR",20176,23,19.1,25,57.2,15.6,2.3,96.5,0.3,1.5,0.3,3.8,988,22,8.3,30.2,74.5,24.8,32.4,21.9,7.9,4393,3421,694,59.5,34.7,3724,418,834,1293,1104
"167",76.1,"Pope","AR",56580,70,16.5,26.1,60.8,11.4,1.6,94.4,3,0.6,0.8,3.8,912.8,19.2,5.8,23.2,81.2,28.4,29.8,26.6,6.5,8198,6394,2000,79.5,40.7,8098,1235,1749,3588,3425
"168",72.9,"Prairie","AR",9113,14,15.4,22.4,60,15.1,2.5,84.8,14.5,0.4,0.2,0.9,973.6,23.3,8,-1111.1,-1111.1,25.8,-1111.1,17.8,7.2,1249,1377,327,43.9,0,2043,250,282,603,493
"169",74.8,"Pulaski","AR",366463,475,15.1,26.3,61.9,10.3,1.5,62.5,34,0.4,1.6,3.1,952.5,16.7,6.2,23.6,76.1,22.3,28.9,21,6.7,52197,41918,11095,165.1,58.7,37662,8967,9942,23058,19911
"170",75,"Randolph","AR",18465,28,17.2,23.4,59.4,14.9,2.3,97.4,1.2,0.6,0.1,1.2,917.7,21.6,10.4,40.3,83.6,24.3,-1111.1,34.2,6.5,2858,2834,726,59.6,32.5,3868,582,659,1208,1049
"171",71.7,"St. Francis","AR",27902,44,25.2,28.3,60.2,9.9,1.6,48.2,50.5,0.3,0.7,5.2,1240,27.3,9.7,35.6,78.1,32.4,-1111.1,25.8,11.8,6002,3417,988,46.6,17.9,6191,913,980,1712,1545
"172",76.4,"Saline","AR",91188,126,9.4,24.2,62.8,12,1.1,94.8,3.2,0.5,0.7,2,907.9,18.2,7,23.7,77.9,24.2,24.1,23.5,7.5,7970,7246,1776,48.3,16.4,10936,1884,2568,5906,5119
"173",74.5,"Scott","AR",11150,12,18.9,26.1,58.8,13.4,1.8,95.4,0.5,1.2,2,7,987.3,23.4,6,34.4,91.5,20.7,-1111.1,28.4,10.2,2399,1690,597,17.9,26.9,2582,203,352,705,603
"174",76.5,"Searcy","AR",7969,12,21.8,20.9,59.3,16.9,2.9,98,0.2,0.8,0.2,1.1,996.1,30.2,9,28.6,87.8,-1111.1,-1111.1,23.5,12.4,2118,1607,481,37.6,25.1,1819,163,363,537,440
"175",75.6,"Sebastian","AR",118750,221,15.4,26.8,60.4,11.1,1.7,85.8,6.3,1.6,3.8,9.6,927,16.9,6.5,28,75.8,26.4,32.1,20.5,7.1,18572,13903,3931,125.5,55.6,18239,2451,3587,7421,6412
"176",74,"Sevier","AR",16456,29,17.8,29.7,57.7,11,1.5,92.4,4.4,2,0.3,26.5,1023.1,21.4,5.7,42.4,79.1,25.1,19.3,26.1,8.2,3682,1968,422,60.8,18.2,3615,315,511,989,898
"177",74.6,"Sharp","AR",17397,29,19.9,21.4,55.8,19.8,3,97,0.9,0.6,0.2,1.4,953.7,27.4,8.3,35.2,76.5,23.7,-1111.1,26.1,6.7,3503,3935,885,34.5,17.2,3392,435,631,1165,933
"178",76.5,"Stone","AR",11716,19,18.4,21.6,58.6,17.9,1.9,97.7,0.3,0.4,0,1.1,940.8,24.6,7.6,29.4,76.7,21.6,-1111.1,22.8,9,2380,2097,602,42.7,17.1,2672,276,520,784,639
"179",73.6,"Union","AR",44186,43,17.7,25.4,58.8,13.4,2.4,65.3,33,0.2,0.6,1.7,1036.4,21.5,7.3,30,80.3,27,28.4,25.8,9.1,6517,6737,1872,95.1,33.9,7565,1337,1421,2817,2423
"180",76.4,"Van Buren","AR",16529,23,17,21,55.9,19.9,3.2,97.1,0.5,0.8,0.3,1.4,886,27.4,8.1,35.4,76.4,29.6,-1111.1,28.8,8.2,2935,3410,646,30.2,24.2,3366,397,690,1112,899
"181",76.7,"Washington","AR",180357,190,13.8,27.5,63.1,8.4,1.1,91.2,2.7,1.4,2.6,12.2,902.1,13.9,6.2,21.9,77.6,18.6,24.6,21.4,5.5,26412,15960,4184,88.2,36.6,22441,3075,3552,11208,11062
"182",75.1,"White","AR",71332,69,15.5,25.4,60.9,11.9,1.8,93.8,4,0.5,0.5,2.6,964,19.5,7.3,30.2,80.5,24.1,25.4,24.2,8.7,10331,9602,2200,58.9,30.8,12334,1898,2230,4559,4323
"183",72.9,"Woodruff","AR",8098,14,23,25.2,58.6,13.6,2.5,70.4,28.7,0.2,0.2,0.9,1153.6,-1111.1,8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1711,1342,363,49.4,24.7,2162,309,287,518,438
"184",74.7,"Yell","AR",21391,23,15.6,26.3,59.1,12.6,2,95.4,1.5,0.7,1.3,17.1,991.8,21.3,7.9,31.6,81,25.5,21,27.9,8.9,4389,3068,994,51.4,23.4,5052,429,762,1347,1179
"185",78.1,"Alameda","CA",1448905,1964,10.7,26.2,63.3,9,1.5,56.9,13.8,0.7,24.9,20.3,751,11.9,6,20.7,69.3,18.4,21.4,15.6,5.3,201483,137472,21231,117.4,64.9,168990,38900,26209,74851,95364
"186",78.2,"Alpine","CA",1159,2,13.1,18.8,69.5,11,0.8,80.1,0.7,18.6,0.4,8.5,1012.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,252,123,25,0,0,97,44,159,66,82
"187",78.2,"Amador","CA",38471,65,9.2,19,63.3,15.4,2.4,91.2,4.1,1.6,1.5,9.5,801.4,-1111.1,-1111.1,-1111.1,-1111.1,11.2,-1111.1,-1111.1,5.4,4245,6433,835,75.4,46.8,4523,905,2133,2180,2678
"188",76.5,"Butte","CA",214185,131,15.8,24.4,60.7,12.2,2.7,89.2,1.6,1.9,4.2,11.6,878.8,14.3,7.1,25.8,78.8,23.7,26.7,17,4.3,37097,31037,6123,71,51.4,23834,6489,12091,11379,15957
"189",78.2,"Calaveras","CA",46871,46,9.7,20.8,62,15.1,2.1,93.6,1,1.7,1.3,8.6,752.2,8.8,5.2,-1111.1,-1111.1,9,-1111.1,-1111.1,1.3,5932,7423,1131,42.7,23.5,4833,1206,2430,2600,3228
"190",76.8,"Colusa","CA",21095,18,13,30.5,56.5,11.2,1.9,93.5,1,2.4,2.5,49.1,866.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4736,2295,410,42.7,23.7,4549,1249,830,1034,1445
"191",78.8,"Contra Costa","CA",1017787,1414,7.5,27,61.6,9.7,1.7,72.7,9.6,0.7,13.5,20.7,737.8,14.1,6,21,72.8,21.6,23.7,14.2,5.4,119080,107242,14932,97.2,59.8,87405,24606,19668,52118,67356
"192",74.7,"Del Norte","CA",28705,28,18.6,23.1,64.2,10.9,1.8,83.3,4.6,6.1,2.9,14.9,955.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4711,3471,1029,76.6,45.3,5516,802,1486,1546,2020
"193",78.7,"El Dorado","CA",176841,103,7.5,24,64.3,10.3,1.4,92.5,0.9,1,3.2,10.3,758.8,10.1,4.8,14.2,67.8,24,20.4,14.9,4.8,21522,22572,3618,76.9,48.1,13080,4194,4741,9422,12175
"194",77.1,"Fresno","CA",877584,147,20.6,32.3,58,8.3,1.4,81.4,5.7,1.9,9,46.4,836.8,16.5,6.4,25.8,74.3,27.7,25.1,14.6,7.4,202484,79906,14666,77.9,39.4,164823,36776,24459,41867,59931
"195",76.9,"Glenn","CA",27759,21,15.2,29.9,57.8,10.5,1.9,92.5,0.9,2.2,3,32.4,874.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6275,3496,615,14.4,25.2,5297,985,1317,1370,1901
"196",75.5,"Humboldt","CA",128376,36,15.6,23.2,64.3,10.7,1.9,87.5,1.1,5.4,2.1,7.4,952.7,12.5,7.7,22.3,-1111.1,23.8,20.4,20.1,8.5,21154,15737,4344,89.6,60.8,12731,3658,7815,6911,9299
"197",77.5,"Imperial","CA",155823,37,19.8,31.9,57.8,9.1,1.2,90.6,4.2,1.9,2.6,75.1,777.3,36.7,8.4,-1111.1,-1111.1,-1111.1,-1111.1,6.6,13,43126,16132,2693,32.1,16.7,36849,9740,7760,7492,10772
"198",78.3,"Inyo","CA",18156,2,10.6,22.7,59.2,15.5,2.6,86.2,0.4,10,1.4,15.9,889.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2941,3361,419,121.2,49.6,2247,453,1387,983,1228
"199",75.7,"Kern","CA",756825,93,18.2,32,59.1,7.8,1.1,85.8,6.2,1.7,4.2,43.6,972.6,21.3,7.5,30.4,76.3,26.5,27.5,21.4,9,152346,63074,15615,62.2,27.7,139010,27239,23329,36250,51564
"200",76.6,"Kings","CA",143420,103,18.2,29.6,63,6.4,0.9,84.3,8.5,2,3.5,46.6,865.6,19.5,5.6,23.1,-1111.1,25.4,-1111.1,12.6,4.6,27328,9422,2008,37,30,26729,5121,6664,7092,9980
"201",75,"Lake","CA",65147,52,14.8,23.7,60.2,13.8,2.4,90.9,2.2,3.1,1.3,14.5,959.7,-1111.1,7.8,-1111.1,-1111.1,-1111.1,-1111.1,19.2,6.2,11580,10272,2566,62.9,30.7,10150,1984,4571,3484,4448
"202",77.1,"Lassen","CA",34751,8,14.9,20.7,70.4,7.7,1.2,84.3,9.5,3.1,1.4,14.9,824.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4118,3171,801,51.8,63.3,4828,993,1841,1930,2571
"203",78.1,"Los Angeles","CA",9935475,2447,17.7,28.9,61,8.7,1.4,74.1,9.7,1.1,13.4,46.4,747.3,19.5,6.6,27.3,71.6,21.3,24.2,16.7,6.7,2167891,911590,118190,93.9,51.1,1872316,256472,370924,495905,665392
"204",77.4,"Madera","CA",142788,67,18.9,29.5,59.9,9.4,1.3,88.6,4.4,3.1,2.2,47.9,826.6,-1111.1,8.5,25.8,-1111.1,-1111.1,-1111.1,15.5,10.4,29874,16057,3034,53.2,25.2,30140,4795,4112,7076,9746
"205",80.8,"Marin","CA",246960,475,7.3,21.2,64.3,12.3,2.3,88.7,3.1,0.6,5.5,12.4,636.5,7.1,4.5,8.3,66,9.9,23,12,2.8,23521,32943,3009,167.2,100.4,15885,5049,5868,13576,15907
"206",77.8,"Mariposa","CA",18069,12,11.3,20,62.6,15.2,2.2,92.3,1.1,3.1,1.1,9.6,820.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2760,2793,476,38.7,27.7,1904,546,902,1011,1284
"207",76.6,"Mendocino","CA",88161,25,14.6,25,61.4,11.7,2,90.3,0.8,4.8,1.7,19.2,859.5,14.6,5.5,11.5,-1111.1,-1111.1,-1111.1,-1111.1,10.7,16199,11718,2743,105.5,56.7,11333,2542,4636,4642,6000
"208",76.6,"Merced","CA",241706,125,18.2,34.2,57,7.7,1.1,85.4,4.1,1.6,6.8,50.8,881.2,25.1,7.8,34.6,-1111.1,28.7,20.6,19.8,7.5,52448,17668,3350,51.3,28.1,49138,9839,7595,11240,16421
"209",77.1,"Modoc","CA",9524,2,16.5,22.6,59.1,16.2,2.2,92.9,0.8,4,0.7,11.9,936.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1853,1520,306,52.5,31.5,1508,319,671,517,659
"210",78.3,"Mono","CA",12509,4,8.7,23,68.9,7.6,0.5,94.6,0.6,2.5,1.4,22.6,679.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2270,808,95,71.9,40,1049,422,608,674,854
"211",79.4,"Monterey","CA",412104,124,13.7,30.1,60,8.5,1.4,85.5,3.8,1.3,7.1,50.1,713.5,22,6.3,30.4,72.2,24.4,20.7,17,4.7,80153,38413,5337,73.5,52.2,78926,15353,12029,20267,27891
"212",78.6,"Napa","CA",132764,176,7.9,24.7,60.8,12.1,2.4,89.3,2,1,5.6,27.3,787,14.3,7.4,19.1,-1111.1,19.7,-1111.1,12.2,6.1,17325,18945,3091,106.2,61.8,17566,3046,3171,7004,8942
