"","ale","county_name","state_abbr","population_size","population_density","poverty","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","all_death","health_status","unhealthy_days","no_exercise","few_fruit_veg","obesity","high_blood_pres","smoker","diabetes","prim_care_phys_rate","dentist_rate","community_health_center_ind","hpsa_ind","uninsured","elderly_medicare","disabled_medicare","no_hs_diploma","unemployed","sev_work_disabled","major_depression","recent_drug_use"
"81",76.9,"Lake and Peninsula","AK",1570,0,16.6,34.1,59,6.4,0.4,23.4,0,71.5,0.8,1.3,1318.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.251592356687898,-1.41528662420382,-1.41528662420382,0.150955414012739,0.0496815286624204,-1.41528662420382,0.0490445859872611,0.0796178343949045
"82",76.9,"Matanuska-Susitna","AK",76006,3,10.5,29.1,64.2,6.2,0.5,88.3,1.1,5.7,1,2.8,866.8,NA,NA,NA,NA,NA,NA,NA,NA,46,32.9,0,1,0.12579270057627,0.0523248164618583,0.0132357971739073,0.0719548456700787,0.0330763360787306,-0.0292345341157277,0.0525484830144989,0.0777701760387338
"83",76.9,"Nome","AK",9328,0,17.4,37.5,56.6,5.2,0.7,20,0.5,75.7,1.1,1.1,1089,NA,NA,NA,NA,NA,NA,NA,NA,53.6,64.3,0,0,0.192431389365352,0.0531732418524871,0.00739708404802744,0.133040308747856,0.0504931389365352,-0.238207547169811,0.0466337907375643,0.0742924528301887
"84",76.9,"North Slope","AK",6924,0,11.6,39.5,55.4,4.5,0.6,15.7,1.1,72,7.1,3.9,1008.7,NA,NA,NA,NA,NA,NA,NA,NA,57.8,43.3,0,0,0.173599075678798,0.0430387059503177,0.00895436164067013,0.114962449451184,0.0505488157134604,-0.320912767186597,0.0452050837666089,0.0723570190641248
"85",76.9,"Northwest Arctic","AK",7621,0,17,41.7,53.1,5,0.2,13.1,0.1,83.6,1,5.6,1119.9,NA,NA,NA,NA,NA,NA,NA,NA,39.4,39.4,0,0,0.169400341162577,0.0456632987796877,0.00669203516598872,0.134890434326204,0.0482876262957617,-0.291562787035822,0.0438262695184359,0.0737436032016796
"86",76.9,"Prince of Wales-Outer Ketchikan","AK",5660,1,13.8,26.8,64.9,7.9,0.4,53.5,0.2,40.9,0.4,2.4,829.8,NA,NA,NA,NA,NA,NA,NA,NA,35.3,53,0,0,0.207773851590106,0.0708480565371025,0.0130742049469965,0.101590106007067,0.0590106007067138,-0.392579505300353,0.0540636042402827,0.0752650176678445
"87",76.9,"Sitka","AK",8986,3,7.7,27,62.8,9.5,0.7,68.4,0.4,20.1,5.6,3.9,828,NA,NA,NA,NA,NA,NA,NA,NA,189.2,77.9,0,1,0.121633652348097,0.0833518807033163,0.0104607166703761,0.0594257734253283,0.028600044513688,-0.247273536612508,0.0538615624304474,0.0758958379701758
"88",76.9,"Southeast Fairbanks","AK",6614,0,15.7,30.8,61.5,7.2,0.5,81.8,2.8,11.5,0.8,3.3,951.3,NA,NA,NA,NA,NA,NA,NA,NA,30.2,60.5,1,0,0.197459933474448,0.0681886906561839,0.0128515270638041,0.076050801330511,0.0508013305110372,-0.335954036891442,0.0514061082552162,0.0790746900514061
"89",76.9,"Valdez-Cordova","AK",9899,0,9.1,27.4,65.8,6.2,0.6,76.8,0.5,14.6,4.2,2.4,826.4,NA,NA,NA,NA,NA,NA,NA,NA,50.5,30.3,0,1,0.156682493181129,0.0640468734215577,0.0115163147792706,0.0726335993534701,0.0499040307101727,-0.224467117890696,0.053742802303263,0.0761693100313163
"90",76.9,"Wade Hampton","AK",7541,0,25.1,47.2,47.6,4.7,0.4,4.7,0,93.4,0.1,0.4,1078.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.297573266145074,0.0501259779870044,0.00663042036865137,0.141360562259647,0.0696194138708394,-0.294655881182867,0.0400477390266543,0.0741280997215223
"91",76.9,"Wrangell-Petersburg","AK",6245,1,8.9,27,62.2,9.5,1.3,75.7,0.2,16.2,2.2,2.7,865.4,NA,NA,NA,NA,NA,NA,NA,NA,96.1,64.1,0,1,0.162530024019215,0.101040832666133,0.0155324259407526,0.0911128903122498,0.0469175340272218,-0.355804643714972,0.0541232986389111,0.0752602081665332
"92",76.9,"Yukon-Koyukuk","AK",6143,0,17.5,32.3,59.4,7.5,0.8,26.9,0.1,69.9,0.5,1.3,1192.1,NA,NA,NA,NA,NA,NA,NA,NA,16.3,16.3,0,0,0.211622985511965,0.0802539475826144,0.0115578707471919,0.148624450594172,0.0594172228552824,-0.361712518313528,0.0506267296109393,0.0778121439036301
"93",73.9,"Apache","AZ",69343,6,27.5,36.8,53.5,8.8,0.9,22.2,0.6,76.1,0.3,4.6,943.8,15.4,5.3,22.6,64.6,24.6,18.4,14.3,7.5,51.9,23.1,0,1,0.248301919443924,0.086266818568565,0.0173629638175447,0.192059760898721,0.0333559263371934,0.019079070706488,0.048224045685938,0.0584341606218364
"94",76.8,"Cochise","AZ",126106,20,16.3,27.1,56.9,14.4,1.6,90.1,4.4,1.3,2.1,30.8,844,16.9,6.9,22.8,72.7,23.8,26,20.2,9.1,42,28.5,0,1,0.189872012433984,0.135592279510888,0.0221638938670642,0.131928694907459,0.0217039633324346,0.0256292325503941,0.0550172077458646,0.0557546825686327
"95",78.5,"Coconino","AZ",123866,7,15.6,29,63.3,7,0.7,66.1,1.3,29.9,1.2,11.6,764.8,10.8,5.5,14.8,71,16.5,17.2,19.6,4.2,87.2,58.9,0,1,0.183084946635881,0.096798152842588,0.0179064472898132,0.0933589524163209,0.0286115641096023,0.020255760257052,0.0536628291863788,0.0616957034214393
"96",75.2,"Gila","AZ",51663,11,17.1,25.4,53.7,18.7,2.2,83.5,0.7,14.6,0.6,16.3,922.9,19,8.2,32.7,74.2,24.5,34.5,25.6,8.8,75.5,27.1,1,1,0.200549716431489,0.193194355728471,0.0324990805799121,0.146720089812825,0.0246985269922382,0.032866848615063,0.056113659679074,0.0536360644948996
"97",76.8,"Graham","AZ",33073,7,20.5,30.1,57.2,11.1,1.6,80.4,2.2,16.3,0.7,27.8,868.2,15.7,6.5,25.8,79.4,23.8,24.9,16.1,10.9,36.3,42.3,0,0,0.191787863211683,0.112659873612917,0.0207722311250869,0.144256644392707,0.0244610407280864,0.0262449732410123,0.0529737247906147,0.0593837873794334
"98",76.8,"Greenlee","AZ",7521,4,11.2,30,58.8,9.9,1.3,96.2,0.8,1.9,0.5,46.4,909.9,NA,6.1,NA,NA,NA,NA,NA,5,39.9,13.3,0,0,0.143863847892567,0.120595665470017,0.0212737667863316,0.107831405398218,0.0264592474404999,0.0271240526525728,0.0529184948809999,0.0551788326020476
"99",80.9,"La Paz","AZ",20238,4,17.2,20.6,50.4,26,2.9,84.2,1,13.2,0.6,22.8,766.8,22.2,6.1,26.6,83.4,22,NA,18.1,8.3,34.6,9.9,1,0,0.241377606482854,0.164245478802253,0.0235695226801067,0.223342227492835,0.0257436505583556,0.0289554303784959,0.0593932206739796,0.0527720130447673
"100",77.8,"Maricopa","AZ",3635528,395,12.8,28.6,60.3,9.7,1.4,89,4.3,2.2,2.9,28.7,780.8,14.4,5.6,23.3,74.7,19.9,21.4,19.9,6.3,69.8,33.5,0,1,0.147886909411783,0.0929092005342828,0.0143957081337291,0.110425775843289,0.0204223430544339,0.0153730077171734,0.0536719838218823,0.054228711757962
"101",74.8,"Mohave","AZ",187200,14,14.9,23.3,55.9,18.8,2,94.2,1,2.5,1.1,12.8,970.8,21.7,7,27.9,77.6,25,30.6,29.4,7.5,39,20.8,0,1,0.170491452991453,0.172008547008547,0.0301175213675214,0.157313034188034,0.018616452991453,0.031159188034188,0.0574519230769231,0.0530074786324786
"102",74.8,"Navajo","AZ",108432,11,21.4,33.9,55.1,10.1,0.9,48.5,1.1,48.8,0.4,8.7,911.7,16.5,6,23.7,75.4,25.1,27.1,19.8,8.8,49.8,24,0,1,0.20479194333776,0.0952301903497123,0.0205935517190497,0.161852589641434,0.0289582411096355,0.027196768481629,0.0502250258226354,0.0578334808912498
"103",77.3,"Pima","AZ",924786,101,14.3,26,59.6,12.5,1.9,88.7,3.4,3.6,2.6,31.6,809,13.7,6,20.9,70.7,19.7,23.8,18.7,6.6,93.1,38.2,0,1,0.161925029141877,0.125211670591899,0.0202900995473547,0.107531904678488,0.0215714770768589,0.0200824839476376,0.0556615260179112,0.0562757221670743
"104",76.9,"Pinal","AZ",229549,43,14.6,26.1,59.4,13.1,1.4,86.9,3.5,7.4,1.1,29.6,795.2,19,6.3,26.9,73.8,26.7,28.3,21.8,10.6,21.3,10,0,1,0.145672601492492,0.096807217631094,0.0199565234437963,0.177504585077696,0.0197387050259422,0.0302941855551538,0.0555829038680195,0.0560621043872986
"105",80,"Santa Cruz","AZ",42009,34,19.2,33.4,55,10.4,1.2,97.7,0.6,0.8,0.8,80.4,662.7,18.3,4.3,36.9,66.8,20,20.4,18.1,7,45.2,16.7,0,0,0.274798257516247,0.109381323049823,0.012711561808184,0.225856364112452,0.0340879335380514,0.0251850793877502,0.0504891808898093,0.0555595229593659
"106",77.8,"Yavapai","AZ",198701,24,12,21.1,56.9,19.5,2.5,95.6,0.7,1.7,0.8,11.5,778.8,17.4,6.6,23.4,69.3,16,28.5,21.9,5.7,63.4,32.2,0,1,0.145374205464492,0.17043698823861,0.0260491894857097,0.109103628064277,0.0183491779105289,0.0281427874041902,0.0591139450732508,0.0546348533726554
"107",80.9,"Yuma","AZ",181277,33,18,30.8,51.8,15.6,1.8,93,2.7,1.9,1.4,54.6,608.9,19.1,5.6,26.7,73.5,25.7,26.8,16.2,9.2,43.6,17.7,0,0,0.250092400028685,0.0989756008760074,0.0138406968341268,0.207136040424323,0.0666493818851812,0.0384549611919879,0.0522460102495077,0.0548497603115674
"108",73.4,"Arkansas","AR",20073,20,17.3,24.9,59.5,13.8,1.8,74.6,24.5,0.1,0.4,1.1,1080.5,24.9,7.8,35.1,79.3,30.7,NA,29.2,7.8,59.8,24.9,1,1,0.142380311861705,0.158820305883525,0.0325312608977233,0.187017386539132,0.0381108952324017,0.024610172869028,0.0642156130125044,0.0545508892542221
"109",72.6,"Ashley","AR",23178,25,17.8,25.9,60.2,12,1.9,71.3,27.8,0.1,0.3,3.8,1076.7,18.5,8.2,35,88.8,30.2,28.9,29.7,7.7,60.4,34.5,0,1,0.163215117784106,0.144706186901372,0.0392182241780999,0.182673224609544,0.0338251790490983,0.0313659504702735,0.0633359219949953,0.0551384933989128
"110",77,"Baxter","AR",40330,73,13.7,18.8,54.8,22.8,3.6,98,0.3,0.5,0.4,1,897.6,17.8,6.5,24.9,71.9,22.7,33.8,25.4,10.2,84.3,34.7,1,1,0.128713116786511,0.246764195388049,0.0395983139102405,0.167964294569799,0.0209273493677163,0.0459707413835854,0.069055293825936,0.0533845772377882
"111",78,"Benton","AR",186938,221,10,27.2,60.2,11.1,1.5,93.8,1.1,1.6,1.9,12.6,776.9,14.5,5.7,22.3,77.4,21.5,25.4,21.4,5.8,52.4,31,1,1,0.121473429693267,0.115738908087173,0.0186478939541452,0.126309257614824,0.0147642533888241,0.0240240079598583,0.0622184895526859,0.0557511046443206
"112",76.9,"Boone","AR",35793,61,15.3,23.5,59.4,14.9,2.1,97.7,0.3,0.7,0.4,1.5,896.3,17.6,5.8,31.4,77.9,23.7,30.4,25.1,6.7,95,44.7,1,1,0.140614086553237,0.165255776269103,0.0458748917386081,0.160953259017126,0.022294862123879,0.0386947168440757,0.0652082809487889,0.0541446651579918
"113",73.3,"Bradley","AR",12192,19,20.3,23.4,59.5,14.9,2.2,71.2,28.2,0.3,0.1,10.2,1080.4,18.9,7.1,30.9,83.9,25.2,NA,23.7,8.5,73.8,24.6,1,1,0.202345800524934,0.159530839895013,0.0384678477690289,0.224819553805774,0.0342027559055118,0.0369094488188976,0.0653707349081365,0.0573326771653543
"114",73.3,"Calhoun","AR",5589,9,14.5,23.5,61.1,13,2.4,76.6,23.2,0,0,2.1,1021.1,17.9,6.2,NA,NA,NA,NA,NA,3.5,17.9,0,0,0,0.151368760064412,0.122204329933799,0.035426731078905,0.2177491501163,0.0316693505099302,0.043836106638039,0.0653068527464663,0.0547504025764895
"115",76.9,"Carroll","AR",26999,43,15.4,24,60.1,14.2,1.7,97.3,0.3,0.7,0.7,13.5,824.8,19.8,6.4,28.7,75.7,21,NA,28.5,5.1,55.6,22.2,1,1,0.20478536242083,0.142634912404163,0.0274824993518278,0.193859031815993,0.0212600466683951,0.0372236008741064,0.0648172154524242,0.0540390384829068
"116",73.9,"Chicot","AR",13027,20,27.9,26,58.3,13.6,2,45.2,53.9,0,0.6,4,1134.1,30.9,6.1,33.5,NA,21.9,NA,27.4,15.6,61.4,30.7,0,1,0.245643663161127,0.159207799186305,0.0431411683426729,0.233515007292546,0.0370000767636447,0.0309357488293544,0.0632532432639902,0.056574806171797
"117",75.5,"Clark","AR",22916,26,17.2,24.4,61.3,12.1,2.1,75.3,22.3,0.5,1.1,3.9,975.4,18.4,6.9,30,75,20.8,27.3,16.2,6.3,61.1,52.4,0,1,0.156004538313842,0.145836969802758,0.0291935765404084,0.147669750392739,0.0275353464828068,0.0299790539361145,0.0650200733112236,0.06872927212428
"118",75,"Clay","AR",16578,26,17.1,23,57.9,16.3,2.7,98.2,0.3,0.7,0.2,1,1032,31.9,7.8,39.1,76.8,29.7,NA,34.6,10.2,48.3,42.2,0,1,0.154843768850284,0.194233321269152,0.0403546869344915,0.275847508746532,0.0343829171190735,0.0373989624803957,0.0656291470623718,0.0538665701532151
"119",76.4,"Cleburne","AR",25391,46,14.4,20.5,57.8,19.4,2.2,98.2,0.5,0.3,0.2,1.7,869,21.2,7.8,29.4,72.7,25.1,34.5,21.9,8.6,55.1,19.7,0,1,0.146626757512504,0.192942381158678,0.0345397975660667,0.182072387853964,0.0202827773620574,0.0307589303296444,0.0677011539521878,0.0546256547595605
"120",73.3,"Cleveland","AR",8903,15,14.2,24.7,61,12.6,1.7,85.7,13.5,0.4,0.1,1.8,977.5,26.2,7.9,NA,NA,26.8,NA,25.2,11.3,0,11.2,0,0,0.131753341570257,0.129619229473211,0.0318993597663709,0.180837919802314,0.0265079186790969,0.0312254296304616,0.0642480062900146,0.0558238795911491
"121",74.3,"Columbia","AR",24695,32,20.3,25.3,58.8,13.5,2.4,62.3,36.6,0.3,0.4,1.6,1013.9,21.9,7,27.5,84.6,23.8,NA,23.2,9.2,60.7,44.5,1,1,0.146183437942903,0.158048187892286,0.0388337720186273,0.16549908888439,0.0271309981777688,0.0309374367280826,0.0641020449483701,0.0607815347236283
"122",75.2,"Conway","AR",20739,37,16.5,25.1,59.3,13.5,2.1,85.5,12.5,0.5,0.5,2.4,949.3,23.3,6.7,29.9,87.2,26.5,32.7,32.2,4.9,72.3,19.3,1,1,0.14875355610203,0.175466512368002,0.0551135541732967,0.179806162302908,0.0226626163267274,0.0359226577944935,0.0640339457061575,0.055354645836347
"123",75.3,"Craighead","AR",86735,122,15.9,25.8,62.5,10.3,1.4,88.3,9.7,0.4,0.7,3.1,997.6,20.6,7.2,29.9,77.7,29.1,27.3,25.1,6.2,121.1,40.4,0,1,0.133752233815645,0.110036317518879,0.0283737822101804,0.144843488787687,0.0233008589381449,0.0324321208278088,0.0634922464979535,0.0593416729117427
"124",74.6,"Crawford","AR",57630,97,14.2,27.1,61,10.8,1.1,93.4,1.1,2.1,1.4,4.6,1027.5,19.4,6.6,27.5,82.6,21.1,27.5,27.5,5.8,46.9,17.4,1,1,0.156359534964428,0.108276939094222,0.04220024292903,0.185389554051709,0.0190005205622072,0.0344959222627104,0.0623980565677598,0.0556828040950894
"125",71.1,"Crittenden","AR",51882,85,22.5,31.2,59,8.7,1.1,49.2,49.4,0.3,0.6,1.9,1241.2,22.4,6.7,29.1,83,30,33.6,25,11.5,38.5,34.7,0,1,0.19434485948884,0.0896457345514822,0.029393623992907,0.186750703519525,0.0273890752091284,0.0310126826259589,0.0590378165837863,0.0555491307197101
"126",73.2,"Cross","AR",19237,31,19.6,26.8,60,11.6,1.5,75.5,23.4,0.3,0.4,1.1,1079.4,22.3,7.1,35.8,79.1,30.2,NA,32.8,9.6,26,41.6,0,1,0.172116234340074,0.124967510526589,0.0320736081509591,0.206633050891511,0.032489473410615,0.0325934397255289,0.0626397047356656,0.0561418100535426
"127",73.6,"Dallas","AR",8524,13,18.7,25.2,58.3,13.9,2.6,58.2,40.7,0.3,0.4,2.4,1122.3,18.4,4.7,NA,NA,NA,NA,14.8,14.7,46.9,46.9,1,1,0.180666353824496,0.164711403097137,0.0375410605349601,0.220905678085406,0.0314406381980291,0.0437587986860629,0.0639371187236039,0.0564289066166119
"128",74.4,"Desha","AR",14358,19,23.2,28.2,57.5,12.1,2.2,52.1,46.8,0.3,0.4,3.8,1046.9,20.6,5.7,NA,NA,27.5,NA,21.5,10.3,34.8,27.9,1,1,0.224056275247249,0.140897060871988,0.0345452012815155,0.225379579328597,0.0361470956957794,0.0312021172865302,0.061568463574314,0.0543947625017412
"129",73.9,"Drew","AR",18693,23,18.4,25.6,61.3,11.5,1.6,71.2,27.5,0.2,0.5,2.6,1026.8,16.6,5.1,28.3,80.3,21.6,NA,28.2,4.5,32.1,32.1,1,1,0.172631466324293,0.113411437436474,0.0285668432033381,0.169047236933612,0.0373401808163484,0.0326860322045686,0.0637671855774889,0.061894826940566
"130",77.3,"Faulkner","AR",97147,150,12.8,27,63.4,8.5,1.1,88.3,9.3,0.5,0.8,2.5,894.9,16,6.4,24.4,78.6,23.6,22.9,19.8,4.8,63.8,30.9,1,1,0.110008543753281,0.0887006289437656,0.0207932308769185,0.101516258865431,0.021565256775814,0.0206902940903991,0.0628223208127889,0.0636869898195518
"131",75.7,"Franklin","AR",18218,30,16.4,24.6,59.2,13.9,2.3,96.7,0.7,0.8,0.9,2,935,19.7,6,28.7,85.3,27.4,17.5,31.7,4.7,16.5,16.5,1,1,0.152596333296739,0.136183993852234,0.0439126138983423,0.194477988802283,0.0193215501152706,0.0354594357229114,0.0644966516631903,0.0562630365572511
"132",74.9,"Fulton","AR",11934,19,18.2,21.3,57.2,18.7,2.7,98.1,0.3,0.6,0.2,0.7,889.5,18.6,8.2,25.9,81.4,27.6,NA,30.9,6.8,50.3,16.8,1,1,0.177057147645383,0.191972515501927,0.0570638511814982,0.200603318250377,0.0208647561588738,0.0382939500586559,0.0671191553544495,0.0537120831238478
"133",74.8,"Garland","AR",93551,138,16,21.9,57.4,18,2.7,89.3,7.9,0.7,0.6,3.3,975.6,21,6.7,25,76,22.3,33.3,28.3,8,80.2,49.2,1,1,0.151339910850766,0.21525157400776,0.0319611762568011,0.153905356436596,0.0230141847762183,0.0248741328259452,0.0665198661692553,0.0539705615119026
"134",73.6,"Grant","AR",17348,27,10.9,23.8,63.6,11.2,1.5,95.8,3.1,0.5,0.2,1.7,963.9,20.4,8.6,35.8,88.3,31.6,NA,33.7,4,40.4,17.3,1,0,0.117477519022366,0.11090615632926,0.0269195296287757,0.156156329259857,0.0226539082314964,0.0310698639612635,0.0651948351394974,0.0563177311505649
"135",73.5,"Greene","AR",39401,68,15.4,25.3,60.9,12.2,1.6,97.8,0.3,0.4,0.2,1.5,1006.3,26.2,8.3,31.7,82.5,29.5,34.8,31.7,9.9,58.4,22.8,1,1,0.117661988274409,0.129819040125885,0.0351006319636557,0.186619628943428,0.0260653282911601,0.0358112738255374,0.0637547270373848,0.0552016446283089
"136",74.7,"Hempstead","AR",23383,32,19,27,59.7,11.4,1.9,68.8,29.1,0.4,0.5,12,1000.9,26.9,8.1,29.8,78.2,24.4,NA,26.2,10.3,42.8,29.9,0,1,0.211392892272164,0.121840653466193,0.0284822306804088,0.198691356968738,0.0258734978403113,0.0299362784929222,0.0624812898259419,0.0561519052302955
"137",75.8,"Hot Spring","AR",31264,51,15,24.3,60.4,13.2,2.1,87.9,10.2,0.5,0.3,1.7,921.6,25.8,7.9,32.2,79.4,28.1,35.5,22.1,9.3,38.4,16,1,1,0.138401995905834,0.139041709314227,0.0331371545547595,0.182190378710338,0.0241171954964176,0.0361757932446264,0.0646750255885363,0.055239252814739
"138",75,"Howard","AR",14552,25,15.7,26.7,59.2,12,2.2,77.8,20.7,0.5,0.5,8.8,1017.6,18.6,7.4,34.2,NA,26.1,NA,25.9,12.7,48.1,34.4,1,1,0.173859263331501,0.150151181968114,0.0332600329851567,0.192619571192963,0.0227460142935679,0.0316794942275976,0.0627405167674547,0.0551126992853216
"139",75.2,"Independence","AR",34737,45,14.9,24.3,60.9,13.2,1.6,95.5,2.1,0.4,1,2.5,997.2,20.1,7.2,30.8,78.8,26.9,31.6,26,7.2,83.5,40.3,0,1,0.139044822523534,0.140484209920258,0.0413679937818464,0.1641477387224,0.0298528946080548,0.0342862077899646,0.0646284941129055,0.0562512594639721
"140",74.9,"Izard","AR",13430,23,18.1,20.8,58.3,18.3,2.6,96.8,1.5,0.8,0.2,1.1,1020.7,25,6.8,34.6,78,28.5,NA,24.5,13.5,52.1,44.7,1,1,0.165227103499628,0.199925539836188,0.0508562918838421,0.192256142963515,0.0231571109456441,0.0359642591213701,0.0674609084139985,0.0545793000744602
"141",73.2,"Jackson","AR",17601,28,20.6,23.4,61.9,12.7,1.9,79.7,19.4,0.3,0.2,1.4,1080.2,34.9,7.8,41.3,85.6,31,NA,24.4,8.1,90.9,34.1,0,1,0.173342423725925,0.198852337935345,0.0540310209647179,0.223225953070848,0.0349980114766206,0.0363615703653202,0.0655644565649679,0.0604511107323447
"142",73.2,"Jefferson","AR",81700,92,20.9,26.9,60.3,11,1.8,46.2,51.9,0.3,0.9,1.2,1040.7,19.6,6.3,29.1,81.8,27.4,34,23.3,9.8,94.2,37.9,0,1,0.165055079559364,0.124100367197062,0.0327417380660955,0.161738066095471,0.033219094247246,0.0303059975520196,0.0626315789473684,0.057233782129743
"143",75.7,"Johnson","AR",24042,36,17.1,25.9,60.2,11.9,2,95.7,1.8,0.7,0.7,9.3,937.5,17.9,7.3,26.7,81,20.3,NA,29,8.6,74.9,25,1,1,0.183844938025123,0.130313617835455,0.0360618916895433,0.212544713418185,0.0209633142001497,0.0370601447466933,0.0632642874968805,0.0559853589551618
"144",74.7,"Lafayette","AR",8027,15,20.5,24.2,58.5,14.2,3.1,63.1,36.1,0.4,0.3,1.6,976.7,26.1,9.4,NA,NA,NA,NA,NA,10.2,37.4,12.5,0,0,0.203812134047589,0.154727793696275,0.0429799426934097,0.237074872305967,0.0287778746729787,0.0401146131805158,0.0647813629002118,0.0551887380092189
"145",74.6,"Lawrence","AR",17153,29,19,24.1,58.4,14.7,2.7,97.8,0.7,0.6,0.1,0.9,1039.7,15.5,6.1,31.6,89.1,28.6,NA,37.8,5.9,40.8,17.5,0,1,0.165335509823355,0.189354631842826,0.0498455080743893,0.246604092578558,0.0313064770011077,0.0437824287296683,0.0648283099166327,0.0565498746574943
"146",72.9,"Lee","AR",11545,19,29.1,24.7,62,11.3,2,42.2,57.2,0.2,0.4,2.6,1064.7,NA,NA,NA,NA,NA,NA,NA,9.3,34.6,17.3,0,1,0.221307925508878,0.129753139887397,0.0345604157644002,0.283932438284972,0.0310957124296232,0.027371156344738,0.064356864443482,0.0597661325249026
"147",74.4,"Lincoln","AR",14262,25,23.4,21.3,66.6,10.3,1.8,66.1,32.9,0.4,0.1,1.8,916.4,16.8,7.8,NA,NA,NA,NA,NA,9.3,7,0,1,0,0.139110924134063,0.101528537372038,0.0261534146683495,0.236222128733698,0.0271350441733277,0.0335857523488992,0.0671013883045856,0.0611414948815033
"148",74,"Little River","AR",13227,25,15.4,24.2,59.7,14.1,2,76,21.2,1.2,0.2,2,978.8,18.6,7.8,25.9,NA,22.1,NA,33.7,6.7,30.2,30.2,1,1,0.18227867241249,0.147576925984728,0.0347017464277614,0.180766613744613,0.0226052770847509,0.0353821728283057,0.0646405080517124,0.0548877296439102
"149",75.5,"Logan","AR",22944,32,16.4,24.9,59,14,2.1,95.7,1.3,0.7,0.8,1.6,973.2,28.4,8.8,34.5,80.3,29.5,NA,34.3,8.1,34.9,17.4,0,0,0.140254532775453,0.153242677824268,0.0461558577405858,0.203756973500697,0.0204846582984658,0.0336471408647141,0.0641562064156206,0.055134239888424
"150",75,"Lonoke","AR",60658,79,10.8,26.8,62.9,9.3,1.1,91.5,6.5,0.5,0.6,2.3,977.4,16.8,5.7,27.8,81.5,23.2,21.1,29.5,6.3,21.4,18.1,0,1,0.117841010254212,0.094018925780606,0.0240858584193346,0.143921659138119,0.0202446503346632,0.0260971347555145,0.0627122555969534,0.0575686636552475
"151",75.7,"Madison","AR",14962,18,17,24.8,60.9,12.6,1.8,97.2,0.2,1.2,0.3,3.9,934.9,21.2,6.4,28.3,76.4,22.4,NA,31.5,4,33.4,20.1,0,1,0.190816735730517,0.128926614089026,0.0377623312391391,0.216815933698703,0.0179788798288999,0.0339526801229782,0.0642962170832776,0.0560085550060152
"152",76.5,"Marion","AR",16735,28,17.1,20,58.6,18.9,2.4,97.7,0.3,0.7,0.2,1,807.3,17.7,6,30.3,76.4,23.1,26.1,28.4,8.3,17.9,17.9,1,1,0.173648043023603,0.162892142216911,0.0455333134149985,0.175679713175978,0.0190618464296385,0.0466686585001494,0.0682402151180161,0.0546160740962056
"153",75.2,"Miller","AR",43162,69,17.8,25.9,60.4,11.8,1.9,74.5,23.4,0.7,0.4,1.9,882.3,22.9,6.4,34,80.5,31,27.5,28.1,9.7,67.2,37.1,1,1,0.163106436217043,0.116792549001436,0.0296788842036977,0.17012650016218,0.0203651359992586,0.0300264121217738,0.063296418145591,0.0553264445577128
"154",71.6,"Mississippi","AR",47911,53,22.3,30.2,57.5,10.8,1.6,63.9,34.1,0.3,0.4,2.7,1205.4,25.6,8.3,42.5,81.6,29.3,33,28.5,7,56.4,23,1,1,0.211830268623072,0.121245642962994,0.0381123332846319,0.218676295631483,0.0363799544989668,0.0382166934524431,0.0598818642900378,0.0549351923357893
"155",72.9,"Monroe","AR",9302,15,23.2,26.6,55.7,15,2.6,59.3,39.3,0.2,0.3,1.7,1083.8,NA,5.3,NA,NA,NA,NA,NA,8.3,21.5,21.5,0,1,0.236293270264459,0.170500967533864,0.0404214147495162,0.235863255213932,0.0276284669963449,0.0392388733605676,0.0627821973769082,0.0555794452805848
"156",74.7,"Montgomery","AR",9274,12,17.3,22.4,58.1,17.3,2.3,97.1,0.6,0.9,0.4,3.7,914.4,29.5,7.3,NA,82,14,NA,23.7,11.5,32.3,10.8,1,0,0.200776364028467,0.169721802889799,0.0297606210912228,0.212529652792754,0.0216734957946948,0.0390338580979081,0.066206599094242,0.0544533103299547
"157",72.6,"Nevada","AR",9550,15,19.3,24.9,59.1,13.5,2.5,66.6,32.7,0.4,0.1,2.2,1055.1,27.3,8.2,32.2,NA,NA,NA,26.4,1.9,31.4,10.5,1,0,0.169005235602094,0.155392670157068,0.0426178010471204,0.205026178010471,0.026282722513089,0.0405235602094241,0.0641884816753927,0.0561256544502618
"158",75.7,"Newton","AR",8452,10,19.9,22.6,61.3,14.1,2.1,98.2,0.2,0.5,0.2,1.2,866.4,18.7,6.8,26.5,NA,29.2,NA,30.1,5.8,23.7,0,0,0,0.205158542356839,0.141859914813062,0.0554898248935163,0.208589682915286,0.0207051585423568,0.0436583057264553,0.0661381921438713,0.0548982489351633
"159",72.6,"Ouachita","AR",27102,37,18.6,25,58.5,14,2.4,58.6,40.2,0.2,0.4,1.1,1090.3,19.2,7.2,33.4,80.7,27.6,37,22.6,6.6,51.7,25.8,0,1,0.158881263375397,0.168216367795735,0.0456792856615748,0.178289425134676,0.0318057707918235,0.0261604309645045,0.0641650062725998,0.0554571618330751
