"","county_name","state_abbr","population_size","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","prim_care_phys_rate","major_depression","recent_drug_use","ale","all_death","diabetes","health_status","no_exercise","obesity","poverty","smoker","unhealthy_days","population_density","uninsured","elderly_medicare","disabled_medicare","dentist_rate","no_hs_diploma","unemployed","sev_work_disabled"
"1782","Hunterdon","NJ",130404,25.2,63.8,9.6,1.4,93.4,2.8,0.2,3,3.6,133.4,6767,6330,79.5,717,5.8,8.9,16.2,15.6,3.5,15.3,4.6,303,9116,13853,1732,62.1,7529,2127,2112
"1783","Mercer","NJ",366256,25.9,62.1,10.2,1.8,70,20.6,0.2,7.8,11.6,116.6,18877,19151,77.1,797.4,6.8,14.5,24.1,19.7,8.1,17,5.7,1621,39204,44350,7922,57.6,43522,7419,6669
"1784","Middlesex","NJ",789516,25.5,62.6,10.2,1.7,69.5,10.4,0.3,18.3,15.9,132.7,40772,39877,78.3,740.4,7.1,12.5,25.1,19.1,7.4,17.1,5.4,2549,93273,86470,11451,57.6,81603,17241,11772
"1785","Monmouth","NJ",635952,26.6,60.9,10.7,1.8,85.8,8.1,0.2,4.9,7.5,133.3,32425,31125,77.6,832.2,5.5,10.7,22.1,17.1,6.5,20.3,5.5,1348,60107,79307,10050,73.6,50996,12981,9634
"1786","Morris","NJ",490593,26,61.7,10.7,1.6,87.7,3.1,0.2,8,9.6,132.3,25163,23114,79.3,750.5,5.4,9.8,20.5,16.3,4.2,15.8,4.9,1046,42395,56347,5631,85.8,31176,8608,5194
"1787","Ocean","NJ",558341,24.2,54.9,16.9,4.1,94,3.4,0.2,1.6,6.2,52.5,29304,26603,77.8,797.5,8,17.3,28.4,22.8,8.1,21.5,6.7,878,57317,111640,10963,42.8,65757,11239,12263
"1788","Passaic","NJ",499060,28.5,59.8,9.9,1.8,78.1,15.3,0.7,4.6,33.3,82,24770,24858,77.1,818.4,6.9,20.5,31.2,21,12.6,19.1,6.1,2693,81227,55692,9198,53.7,84489,12852,7798
"1789","Salem","NJ",66346,25.3,60.7,11.8,2.1,82.7,15.1,0.4,0.8,4.7,40.7,3439,3356,75.3,963.9,7.1,18.3,36.3,26.8,9.3,24,6.2,196,7266,9124,1566,31.7,9134,1520,1197
"1790","Somerset","NJ",319900,26.9,61.9,9.8,1.5,78.3,8.8,0.2,11.7,11,136.3,16210,14762,79.5,751.5,4.7,9.5,19.3,17.1,4.7,15.2,4.7,1050,26858,29719,3066,77.5,22349,5782,3797
"1791","Sussex","NJ",153130,26.8,63.6,8.4,1.2,95.7,1.6,0.1,1.7,5.1,49.6,7795,7607,77.6,836.5,5.3,13.5,23,22.5,4.8,23.2,5.4,294,13059,14052,2556,47,10295,3164,1648
"1792","Union","NJ",531457,27,60.2,10.7,2.1,71.4,22.6,0.4,4.5,23.4,99.3,26910,25781,77.7,776.2,7.5,15.6,28.1,20.7,9.9,19.2,5.2,5145,68444,67841,8867,71.1,72395,12660,7771
"1793","Warren","NJ",110376,26,61.6,10.5,2,93.9,3,0.1,2.2,5.5,63.4,5671,5328,78,802.9,6.7,15,26.3,24.5,6.1,19.3,6.5,308,9745,14193,1886,44.4,11222,2235,2973
"1794","Bernalillo","NM",603562,25.5,62.8,10.3,1.4,87.6,3.3,4.9,2.3,43.5,131.4,38333,36833,77.7,814.8,5.4,14.3,18.9,17.5,14.8,21,6,518,110478,64019,11097,47.1,61681,14945,16746
"1795","Catron","NM",3409,17.3,58.8,21.6,2.3,95.4,0.5,2.6,0.8,19.3,0,239,202,77.4,685.1,3.1,17.4,26.7,16.1,18.9,16.6,5.6,0,948,674,120,0,562,100,77
"1796","Chaves","NM",61860,28.2,57.3,12.4,2.1,94.2,2.6,1.3,0.9,46.5,72.7,3806,3881,76,917.6,9.4,23.3,30.2,24.1,21.3,23.9,6.7,10,15927,8480,1615,25.9,10543,1596,1850
"1797","Cibola","NM",27620,28.4,59.5,10.8,1.3,55.7,1.5,41.5,0.5,33.2,54.3,1692,1708,76.1,902.5,10.5,21.3,28.3,26.6,21.3,23.7,6.6,6,6608,2244,537,25.3,4318,703,942
"1798","Colfax","NM",13755,23.2,58.5,15.5,2.8,96.5,0.5,1.9,0.4,46.7,87.2,902,825,78.4,774.6,8.4,17.7,24.5,20.4,15.6,21.5,7.8,4,3255,2262,348,29.1,1850,380,401
"1799","Curry","NM",45846,30.5,57.9,10,1.6,86,7.4,1.5,2.6,33.3,54.5,2725,2789,76,916,5.3,19.3,26.4,22.4,18.7,25.1,6.1,33,10615,5050,1046,45.8,5954,946,1586
"1800","De Baca","NM",2016,20.2,54.1,20.7,5.1,98.3,0.2,1.1,0.2,34.9,99.2,137,123,77,785.3,7.5,15.5,26.5083862194016,24.1451888489209,17.8,23.1128804587561,6.7,1,565,492,46,49.6,399,51,35
"1801","Dona Ana","NM",189444,29.5,59.1,10.2,1.2,93.6,2.4,1.6,1.1,64.2,60.2,11446,12264,78.5,782.1,6.9,20.8,27.7,22.6,24.5,18.3,6.1,50,49613,19135,3031,26.4,33447,5006,5484
"1802","Eddy","NM",51437,27.2,58.6,12.3,1.8,95,1.9,1.5,0.8,40.8,40.8,3196,3137,75.2,975.1,9.4,21.6,30.7,29.9,17.5,25.2,6.6,12,11664,7121,1450,27.2,8220,1216,1730
"1803","Grant","NM",29747,23.9,57.1,16.6,2.3,95.9,1.1,1.5,0.6,47.8,104.2,1929,1803,76.6,836.3,9,20.7,23.4,20.2,19.6,20.3,7.1,8,7021,5031,884,23.5,4153,766,969
"1804","Guadalupe","NM",4369,21.4,63.1,13.7,1.7,96.2,1.5,1.3,1,79.2,22.9,292,274,77,869.1,7.81018756895918,17.3167541380702,26.5083862194016,20.1,20.9,23.1128804587561,6.10639445300462,1,1164,645,166,0,958,141,145
"1805","Harding","NM",740,15.7,57.3,22.3,4.7,97.7,0.4,1.8,0,43,0,53,46,78.4,652.3,7.81018756895918,17.3167541380702,26.5083862194016,24.1451888489209,13.1,23.1128804587561,6.10639445300462,0,170,210,23,0,156,15,24
"1806","Hidalgo","NM",5139,27.8,56.4,13.7,2.1,97.7,0.6,0.9,0.7,55.8,0,317,316,76.6,829.2,9.6,17.3167541380702,25.5,24.9,23.6,23.1128804587561,7.2,1,1491,719,131,0,1020,143,146
"1807","Lea","NM",56719,29.4,58.7,10.6,1.3,92.1,5.1,1.2,0.6,44.2,42.3,3432,3525,75,968.4,7.3,23.3,34.6,27.5,18.6,29,6.3,13,12482,6530,1269,17.6,11381,1154,2122
